edgeId,edge_coordinates,connected_edges
682786738#2,"[(24.471780221527126, 54.36025452343054), (24.47003646735789, 54.35810462424253)]","['682786738#1', '682786738#3']"
682786738#3,"[(24.470006490296665, 54.358067778428484), (24.468477640203975, 54.35618294624202)]","['682786738#2', '-85932502#2', '682786738#4']"
682786738#4,"[(24.46842151768976, 54.35611164160396), (24.4681285278548, 54.35572865515496)]","['682786738#3', '85932502#2', '79960469#0', '682772431#0']"
682786739#0,"[(24.46760350882492, 54.35531038699226), (24.467658436346483, 54.3553804338909)]","['682786740#5', '682786739#1']"
682786739#1,"[(24.4676829006098, 54.355411674342484), (24.467684101095042, 54.35541322697962)]","['682786739#0', '682786733#3', '682786739#2']"
682786739#2,"[(24.46777207837855, 54.35552547773621), (24.4677732788628, 54.355527030375555)]","['682786733#2', '682786739#1', '682786739#3', '682786734#2']"
682786739#3,"[(24.46786947038583, 54.355649660694766), (24.467874180371798, 54.35565577457544)]","['682786734#1', '682786739#2', '682786739#4']"
682786739#4,"[(24.467905566466086, 54.35569574521409), (24.46793806281304, 54.35573727040189)]","['682786739#3', '24160884#0']"
682786740#0,"[(24.465480611137895, 54.35271151799515), (24.465708552500395, 54.35299251057728)]","['170334927#1', '682772432#4', '480517464', '682786740#1']"
682786740#1,"[(24.46575993163554, 54.35305572718651), (24.466126701198878, 54.35350775953041)]","['682786740#0', '682786740#2']"
682786740#2,"[(24.466219776943124, 54.35362246471481), (24.466444025152246, 54.35389880468495)]","['24177204#1', '682786740#1', '24177200', '682786740#3']"
682786740#3,"[(24.466540235492346, 54.35401729057435), (24.466542726707825, 54.35402039390672)]","['-24177200', '682786740#2', '-480655242', '682786740#4']"
682786740#4,"[(24.46663054557946, 54.35412870169841), (24.466631744349158, 54.35413015573902)]","['480655242', '682786740#3', '682786740#5']"
682786740#5,"[(24.466655535845682, 54.35415904318799), (24.46749045673356, 54.355162964613484)]","['682786740#4', '79960471#0', '682786739#0']"
682787930#0,"[(24.474341383742658, 54.349333597081085), (24.474345639903092, 54.349329267528894)]","['59988639#9', '682787930#1']"
682787930#1,"[(24.474377752789707, 54.349297432845496), (24.474379349065718, 54.34929582158462)]","['682787930#0', '282215715']"
682787932#0,"[(24.474272498393212, 54.349157537412594), (24.4742684174867, 54.349161567455766)]","['282215708', '682787932#1']"
682787932#1,"[(24.474233453924125, 54.34919553275453), (24.47421490766741, 54.349213573140375)]","['682787932#0', '282215711#0']"
682787934#0,"[(24.474602332676564, 54.34907804546862), (24.47460366175045, 54.34907663702856)]","['282215715', '682787934#1']"
682787934#1,"[(24.474625728528164, 54.34905349350375), (24.474646908675798, 54.34903125607255)]",['682787934#0']
682787935#0,"[(24.474631629976532, 54.349230281889085), (24.474627376018816, 54.34922445424971)]","['483075218#2', '682787935#1']"
682787935#1,"[(24.474600464355472, 54.34918754524605), (24.47459926380494, 54.34918599259623)]","['682787935#0', '282215705']"
682787936#0,"[(24.474485482358148, 54.349300697509754), (24.47448659095689, 54.349302153473396)]","['282215701', '682787936#1']"
682787936#1,"[(24.47451459734682, 54.349339729823015), (24.4745331763184, 54.34936468404601)]","['682787936#0', '282215716#0']"
682787937#0,"[(24.474201192792062, 54.34893616676457), (24.47426549363157, 54.349015583018165)]",['682787937#1']
682787937#1,"[(24.474287542549366, 54.34904283112809), (24.474288741370383, 54.349044285196214)]","['682787937#0', '282215701']"
682791224#0,"[(24.461954614431097, 54.36124005297885), (24.461955945365148, 54.361238743377626)]","['473449417', '682791229#1', '682791224#1']"
682791224#1,"[(24.461978023027317, 54.36121609716718), (24.46201428812591, 54.36117895616088)]","['682791224#0', '682786735#0']"
682791225#0,"[(24.46169855314205, 54.36148746402223), (24.461711341840935, 54.361475562161665)]","['24156870#5', '682791225#1']"
682791225#1,"[(24.46174828677322, 54.36144116804322), (24.461749617709405, 54.36143985844629)]","['682791225#0', '682791230#3', '473449417']"
682791226#0,"[(24.461628669710635, 54.36131025108529), (24.46162733877556, 54.36131156068209)]","['473449418', '682791230#1', '682791226#1']"
682791226#1,"[(24.461590674866763, 54.36134654056239), (24.461567505913113, 54.361368716409174)]","['682791226#0', '59988636#0']"
682791227#0,"[(24.46189260712414, 54.361053899883856), (24.461858679878, 54.361085371718204)]","['682786732#10', '682791227#1']"
682791227#1,"[(24.461836387354655, 54.36110605033003), (24.461835054699844, 54.36110726136326)]","['682791227#0', '682791229#3', '473449418']"
682791228#0,"[(24.461629300874296, 54.36094855968981), (24.460989283437314, 54.360260048091384)]","['682791229#4', '90658090#1', '24177219#0', '682791228#1']"
682791228#1,"[(24.460922746236346, 54.360186596130156), (24.460814753413885, 54.3600650032504)]","['682791228#0', '682791228#2']"
682791228#2,"[(24.46076255590262, 54.360006437232414), (24.46068948370468, 54.35992572663519)]","['24177218#3', '682791228#1', '682791228#3']"
682791228#3,"[(24.460657733834474, 54.359890694688424), (24.46045932040921, 54.35967179423302)]","['682791228#2', '682791228#4']"
682791228#4,"[(24.460405943005494, 54.359612858743844), (24.459406503943285, 54.35850994310834)]","['480476433', '682791228#3', '90658097#0', '682785837#0']"
682791229#0,"[(24.462031079298477, 54.361427186701576), (24.461978561633632, 54.361365766724674)]","['434371440#7', '682791229#1']"
682791229#1,"[(24.4619549760265, 54.36133825494973), (24.461953687103183, 54.3613368027641)]","['682791229#0', '682791224#0', '682791229#2']"
682791229#2,"[(24.461855824969014, 54.36122160315167), (24.461846608281796, 54.36121065308806)]","['473449417', '682791229#1', '682791229#3', '473449418']"
682791229#3,"[(24.461754727533553, 54.361102034007516), (24.46175352882951, 54.36110057994541)]","['682791227#1', '682791229#2', '682791229#4']"
682791229#4,"[(24.461734914997255, 54.361078683617876), (24.461717588365964, 54.36105814090903)]","['682791229#3', '682791228#0']"
682791230#0,"[(24.461573870927918, 54.36112858248058), (24.461621259482147, 54.36118054455941)]","['682791231#3', '682791230#1']"
682791230#1,"[(24.461643525193093, 54.36120482983476), (24.461644814117314, 54.36120628201567)]","['682791230#0', '682791226#0', '682791230#2']"
682791230#2,"[(24.461743851535015, 54.36131642814346), (24.461751215581184, 54.361324655927994)]","['473449418', '682791230#1', '682791230#3', '473449417']"
682791230#3,"[(24.461849697826096, 54.36143402498376), (24.461850985026775, 54.361435378601435)]","['682791225#1', '682791230#2', '682791230#4']"
682791230#4,"[(24.46187555099764, 54.36146217970917), (24.461905269208923, 54.361494592438575)]","['682791230#3', '282224348#0']"
682791231#0,"[(24.459295068896804, 54.35861481444759), (24.460551029371707, 54.360008088517034)]","['682785828#4', '90658080#1', '682791231#1']"
682791231#1,"[(24.46058269071645, 54.360043220917895), (24.460643713072855, 54.360110970078175)]","['682791231#0', '480302050', '682791231#2']"
682791231#2,"[(24.460693778616506, 54.36016632666475), (24.46074568990391, 54.360224011268286)]","['682791231#1', '682791231#3']"
682791231#3,"[(24.460795297417842, 54.360278983084775), (24.461479740820625, 54.36102553237986)]","['480302049', '682791231#2', '90658018#0', '682791230#0']"
682791873#0,"[(24.46581483747002, 54.36597976718129), (24.465813414554102, 54.36598098008752)]","['473449415', '682791889#1', '682791873#1']"
682791873#1,"[(24.465783310783806, 54.36600921674482), (24.465740239223482, 54.36604945757313)]","['682791873#0', '24156849#0']"
682791874#0,"[(24.46589124890004, 54.36613308855877), (24.46589391429144, 54.366130666503764)]","['24156847#14', '682791874#1']"
682791874#1,"[(24.465920023435988, 54.366106260072975), (24.465921354412504, 54.366104950473414)]","['682791874#0', '682791875#0', '473449414']"
682791875#0,"[(24.466028720188408, 54.36611319262501), (24.466030007784024, 54.36611457097791)]","['473449412', '682791874#1', '682791875#1']"
682791875#1,"[(24.466053220160163, 54.366138838252155), (24.466054529881234, 54.36614019149319)]","['682791875#0', '473449411#0']"
682791876#0,"[(24.466188529102222, 54.36606352058124), (24.46617121464279, 54.36604364181739)]","['473449410#7', '682791876#1']"
682791876#1,"[(24.46614211074165, 54.3660101787782), (24.46614086782607, 54.36600877484339)]","['682791876#0', '682791880#0', '473449409']"
682791880#0,"[(24.466147991479293, 54.365893255841385), (24.466149412675023, 54.365891944358985)]","['473449414', '682791876#1', '682791880#1']"
682791880#1,"[(24.46617418564056, 54.36586855171786), (24.46621342746457, 54.36583125002296)]","['682791880#0', '473449413#0']"
682791885#0,"[(24.46607987322219, 54.36572901347587), (24.466063179776402, 54.36574474376021)]","['473449416#9', '682791885#1']"
682791885#1,"[(24.466034502412807, 54.365771964763475), (24.466033079498967, 54.365773177674235)]","['682791885#0', '682791888#0', '473449415']"
682791888#0,"[(24.46593977241035, 54.36576890790132), (24.465938573744058, 54.36576745374629)]","['473449409', '682791885#1', '682791888#1']"
682791888#1,"[(24.465918000499904, 54.365741849728295), (24.465911911788258, 54.365734285119856)]","['682791888#0', '434371440#0']"
682791889#0,"[(24.46575055747579, 54.365792371205416), (24.465803732681554, 54.36585535887275)]","['282224348#7', '682791889#1']"
682791889#1,"[(24.46582290445035, 54.36587823106298), (24.46582419333705, 54.36587968333979)]","['682791889#0', '682791873#0', '473449412']"
682792053#0,"[(24.471726338697874, 54.36062622991336), (24.47173406388024, 54.360618968700884)]","['473449413#9', '682792053#1']"
682792053#1,"[(24.47176336302463, 54.36059123920887), (24.47176478416335, 54.36058992760685)]","['682792053#0', '682792056#3', '682792053#2']"
682792053#2,"[(24.471871772388667, 54.36048878783867), (24.471873193526285, 54.36048747623435)]","['682792053#1', '682792056#2', '682786738#0']"
682792054#0,"[(24.471766282345634, 54.36035549669077), (24.471764949707136, 54.36035670783703)]","['682786738#0', '682792054#1', '682792056#2']"
682792054#1,"[(24.47165609622052, 54.3604595629303), (24.471654675082945, 54.360460874532414)]","['682792054#0', '682792056#1', '682792054#2']"
682792054#2,"[(24.47162608567014, 54.36048789893734), (24.4716201373473, 54.36049354529252)]","['682792054#1', '473449416#0']"
682792055#0,"[(24.471998128922312, 54.36075220578367), (24.473654219075414, 54.362835269572976)]","['177199258#1', '682792056#4', '682792055#1']"
682792055#1,"[(24.473686526422007, 54.36287640798781), (24.474132185322635, 54.36344923225713)]","['682792055#0', '473445025#0', '682792055#2']"
682792055#2,"[(24.47418719468648, 54.36351898879377), (24.475269124154334, 54.36487674335912)]","['-473445025#0', '682792055#1', '339730041#0', '682792055#3']"
682792055#3,"[(24.475361416884084, 54.36500390700873), (24.475399121704783, 54.36505440109776)]","['682792055#2', '682792055#4']"
682792055#4,"[(24.475400693312064, 54.3650565378784), (24.475421467887596, 54.3650833227253)]","['682792055#3', '682792055#5']"
682792055#5,"[(24.475451025067446, 54.36512205422168), (24.475451580156832, 54.365122831575185)]","['682792055#4', '267184571', '413011801#0']"
682792056#0,"[(24.47160368928188, 54.360280591988264), (24.471668408055965, 54.360358426499594)]","['24160884#8', '682792056#1']"
682792056#1,"[(24.471677626584178, 54.36036947584886), (24.471678915523952, 54.360370928125384)]","['682792056#0', '682792054#1', '682792056#2']"
682792056#2,"[(24.4717644635702, 54.36047347405224), (24.47176520256814, 54.36047444474801)]","['682792054#0', '682792056#1', '682792056#3', '682792053#2']"
682792056#3,"[(24.4718543467062, 54.36058135330559), (24.471855547146145, 54.36058290604447)]","['682792053#1', '682792056#2', '682792056#4']"
682792056#4,"[(24.47187002024781, 54.36060025554691), (24.471897308009908, 54.36063301693316)]","['682792056#3', '682792055#0']"
682792322#0,"[(24.45013851761994, 54.361708771376954), (24.450169941476144, 54.361678636831044)]","['318274914#9', '682792322#1']"
682792322#1,"[(24.450198790204446, 54.36165092219841), (24.450200213096743, 54.36164970941448)]","['682792322#0', '473167680']"
682792323#0,"[(24.450099442985653, 54.3615178188398), (24.450098021815315, 54.36151913018284)]","['473167677', '682792329#1', '682792323#1']"
682792323#1,"[(24.45006579288378, 54.36154967590027), (24.450049368663333, 54.36156530028834)]","['682792323#0', '282224353#0']"
682792324#0,"[(24.45043013662221, 54.36143008042848), (24.450431465849046, 54.361428672401615)]","['473167680', '682792327#1', '682792324#1']"
682792324#1,"[(24.450455690128965, 54.36140489921842), (24.450540821825747, 54.361323460489245)]","['682792324#0', '473167679#0']"
682792325#0,"[(24.450396069253273, 54.361236459760306), (24.450354607104952, 54.36127577578699)]","['473167678#17', '682792325#1']"
682792325#1,"[(24.45033090180019, 54.36129825642467), (24.450329569132517, 54.36129946733358)]","['682792325#0', '473167677']"
682792326#0,"[(24.45023062677567, 54.3612825989396), (24.450228317890254, 54.361279590615574)]","['479541270', '480867528', '682792326#1']"
682792326#1,"[(24.450199155672532, 54.361242830905454), (24.450196295132088, 54.361239242510315)]","['682792326#0', '682777775#0']"
682792327#0,"[(24.450492077726413, 54.36161769771717), (24.450457723793683, 54.3615730598364)]","['473167682#3', '682792327#1']"
682792327#1,"[(24.4504314969047, 54.361538999487074), (24.450430388435297, 54.36153754365982)]","['682792327#0', '682792324#0', '473167681']"
682792328#0,"[(24.450303794343494, 54.36165829807187), (24.450304993033082, 54.361659752019136)]","['479541271', '480867530', '682792328#1']"
682792328#1,"[(24.450331556689093, 54.361692425019456), (24.450355077645405, 54.36172141482282)]","['682792328#0', '473167683#0']"
682792329#0,"[(24.450055375959288, 54.36133042128259), (24.450073278167633, 54.361352922195316)]","['682777776#2', '682792329#1']"
682792329#1,"[(24.4501051170104, 54.36139307693868), (24.450107146624728, 54.36139559810818)]","['682792329#0', '682792323#0', '473167684']"
683401694,"[(24.477575604263482, 54.38859842654602), (24.47750698420863, 54.38861779184168), (24.477308529207143, 54.38874397789158), (24.476794726031205, 54.38902173972245), (24.47643637970641, 54.38921295907389), (24.47618738920937, 54.389355274441186), (24.475989121678307, 54.38945058706008), (24.47597764470794, 54.38945496583607)]","['227751885#0', '150783624#1']"
683402237#0,"[(24.457057420297094, 54.402197787371485), (24.457662605714845, 54.40181309343369), (24.461302708020362, 54.399488664458175), (24.462714292253413, 54.39856507698186), (24.464890809029058, 54.3971661001413), (24.46721404640836, 54.39563388755337)]","['112672267#0', '683402237#1']"
683402237#1,"[(24.467273393256214, 54.39559484912683), (24.468717023687294, 54.394647188224425), (24.47198363257089, 54.39252212386457)]","['683402237#0', '132913628#0']"
683409111#0,"[(24.473164617690514, 54.39205391735903), (24.47384781442232, 54.391659868699364), (24.474119252005085, 54.39150541202334)]","['690059285', '817157485#1', '683409111#1', '198871211']"
683409111#1,"[(24.47426811053994, 54.391428627396444), (24.474476218225462, 54.391320296429065), (24.47509823183566, 54.39095309200366), (24.476031700630383, 54.39034480014792), (24.47634072876057, 54.39013818264075), (24.47662912572237, 54.38991285816107)]","['683409111#0', '168757658']"
683444393,"[(24.449139610965553, 54.39068272893636), (24.449453009779155, 54.39039446019156)]","['24156179', '24156174#0']"
